Order ID,Gender,Age,Quantity,Category,Channel,Shipping city state,Status,Size,Date,Month,Amount
107885,Women,54,1,Set,Ajio,Tamil Nadu,Delivered,M,2022-11-25 12:00:00,November,1314.0679737579958
107886,Men,43,1,Kurta,Amazon,Uttar Pradesh,Delivered,L,2022-11-25 13:00:00,November,1285.9479557650047
107887,Women,63,1,Set,Ajio,Maharashtra,Delivered,S,2022-11-25 14:00:00,November,1416.0743487428365
107888,Women,73,1,Saree,Amazon,Karnataka,Delivered,M,2022-11-25 15:00:00,November,1689.9805077335436
107889,Women,24,1,Set,Myntra,Karnataka,Delivered,M,2022-11-25 16:00:00,November,1313.083445590166
107890,Women,60,1,Set,Amazon,Tamil Nadu,Delivered,L,2022-11-25 17:00:00,November,1452.591014780564
107891,Women,64,1,Saree,Myntra,Maharashtra,Delivered,S,2022-11-25 18:00:00,November,1595.9023236381558
107892,Women,38,2,Kurta,Ajio,Karnataka,Delivered,L,2022-11-25 19:00:00,November,1531.134022230866
107893,Men,60,1,Set,Amazon,Tamil Nadu,Delivered,S,2022-11-25 20:00:00,November,1482.39829547676
107894,Women,49,2,Set,Amazon,Uttar Pradesh,Delivered,M,2022-11-25 21:00:00,November,1739.5782390224088
107895,Women,24,1,Western Dress,Myntra,Karnataka,Delivered,S,2022-11-25 22:00:00,November,1038.7990125204717
107896,Men,70,2,Kurta,Amazon,Uttar Pradesh,Delivered,M,2022-11-25 23:00:00,November,1567.8422723419544
107897,Men,40,2,Kurta,Amazon,Maharashtra,Delivered,M,2022-11-26 00:00:00,November,1714.2444853106892
107898,Women,37,1,Kurta,Ajio,Telangana,Delivered,M,2022-11-26 01:00:00,November,1113.0298872412154
107899,Women,37,1,Set,Myntra,Karnataka,Delivered,S,2022-11-26 02:00:00,November,1446.298648830808
107900,Men,49,1,Kurta,Myntra,Karnataka,Returned,M,2022-11-26 03:00:00,November,1322.305183237064
107901,Women,43,2,Set,Myntra,Karnataka,Delivered,L,2022-11-26 04:00:00,November,1657.3099284031484
107902,Women,53,1,Kurta,Amazon,Telangana,Delivered,S,2022-11-26 05:00:00,November,1276.9683860751245
107903,Women,41,1,Kurta,Ajio,Uttar Pradesh,Delivered,XL,2022-11-26 06:00:00,November,1085.56523402588
107904,Men,18,3,Western Dress,Ajio,Uttar Pradesh,Delivered,S,2022-11-26 07:00:00,November,1481.4429656733082
107905,Women,70,1,Kurta,Amazon,Uttar Pradesh,Delivered,L,2022-11-26 08:00:00,November,1381.0124735030538
107906,Men,45,2,Kurta,Amazon,Tamil Nadu,Returned,L,2022-11-26 09:00:00,November,1599.9355344276498
107907,Women,43,1,Kurta,Amazon,Telangana,Delivered,L,2022-11-26 10:00:00,November,1312.6067488502783
107908,Men,51,1,Kurta,Amazon,Uttar Pradesh,Returned,S,2022-11-26 11:00:00,November,1289.3864624849607
107909,Women,43,1,Kurta,Myntra,Tamil Nadu,Delivered,XL,2022-11-26 12:00:00,November,1151.343244315455
107910,Women,53,1,Kurta,Myntra,Karnataka,Refunded,M,2022-11-26 13:00:00,November,1337.5025020872522
107911,Men,22,1,Saree,Amazon,Karnataka,Delivered,S,2022-11-26 14:00:00,November,1524.855743575722
107912,Women,73,1,Kurta,Myntra,Maharashtra,Delivered,L,2022-11-26 15:00:00,November,1371.1884084965675
107913,Women,19,2,Blouse,Myntra,Maharashtra,Delivered,XL,2022-11-26 16:00:00,November,1198.4070427610275
107914,Women,49,1,Kurta,Amazon,Uttar Pradesh,Delivered,S,2022-11-26 17:00:00,November,1290.8671483001535
107915,Women,51,2,Kurta,Amazon,Uttar Pradesh,Delivered,S,2022-11-26 18:00:00,November,1736.224319553593
107916,Women,67,1,Ethnic Dress,Myntra,Maharashtra,Delivered,L,2022-11-26 19:00:00,November,1735.287773045338
107917,Women,47,1,Western Dress,Ajio,Karnataka,Delivered,L,2022-11-26 20:00:00,November,1205.6619901961938
107918,Women,41,1,Kurta,Amazon,Maharashtra,Delivered,L,2022-11-26 21:00:00,November,1340.7323180573262
107919,Women,45,2,Western Dress,Amazon,Karnataka,Delivered,XL,2022-11-26 22:00:00,November,1363.9739583498533
107920,Women,63,1,Kurta,Ajio,Maharashtra,Delivered,XL,2022-11-26 23:00:00,November,1421.9770573790433
107921,Women,20,2,Top,Amazon,Karnataka,Delivered,M,2022-11-27 00:00:00,November,1249.0330911848512
107922,Men,70,1,Set,Amazon,Tamil Nadu,Delivered,M,2022-11-27 01:00:00,November,1518.1762886322565
107923,Women,67,1,Ethnic Dress,Ajio,Karnataka,Delivered,L,2022-11-27 02:00:00,November,1630.5022344800204
107924,Women,71,3,Kurta,Amazon,Tamil Nadu,Delivered,S,2022-11-27 03:00:00,November,1966.3947544892549
107925,Men,27,1,Set,Myntra,Karnataka,Delivered,XL,2022-11-27 04:00:00,November,1310.9297861433802
107926,Women,23,1,Saree,Ajio,Maharashtra,Delivered,S,2022-11-27 05:00:00,November,1356.471267546457
107927,Men,51,1,Saree,Myntra,Uttar Pradesh,Refunded,S,2022-11-27 06:00:00,November,1570.4914029541183
107928,Men,48,3,Western Dress,Ajio,Tamil Nadu,Delivered,L,2022-11-27 07:00:00,November,1683.2912588914696
107929,Men,69,2,Kurta,Amazon,Karnataka,Delivered,M,2022-11-27 08:00:00,November,1630.09410172567
107930,Women,60,2,Blouse,Myntra,Tamil Nadu,Delivered,M,2022-11-27 09:00:00,November,1470.848049100418
107931,Men,67,1,Kurta,Myntra,Telangana,Delivered,S,2022-11-27 10:00:00,November,1329.2668728861736
107932,Men,63,1,Top,Ajio,Maharashtra,Delivered,S,2022-11-27 11:00:00,November,987.6965112671148
107933,Women,69,1,Kurta,Myntra,Tamil Nadu,Delivered,S,2022-11-27 12:00:00,November,1403.5712813226257
107934,Women,30,1,Western Dress,Myntra,Maharashtra,Delivered,L,2022-11-27 13:00:00,November,1289.1406817722393
107935,Women,56,1,Bottom,Amazon,Karnataka,Delivered,XL,2022-11-27 14:00:00,November,889.5830887466218
107936,Women,70,1,Kurta,Amazon,Tamil Nadu,Delivered,M,2022-11-27 15:00:00,November,1474.6503254866998
107937,Women,37,1,Western Dress,Amazon,Maharashtra,Delivered,L,2022-11-27 16:00:00,November,1193.4887915983966
107938,Women,49,2,Set,Myntra,Maharashtra,Delivered,XL,2022-11-27 17:00:00,November,1705.5825101413475
107939,Women,27,1,Kurta,Ajio,Karnataka,Delivered,XL,2022-11-27 18:00:00,November,1236.6661410395498
107940,Women,43,3,Set,Ajio,Tamil Nadu,Cancelled,L,2022-11-27 19:00:00,November,1901.9712213869714
107941,Women,36,1,Saree,Amazon,Karnataka,Delivered,XL,2022-11-27 20:00:00,November,1643.5863224763993
107942,Women,46,1,Kurta,Ajio,Maharashtra,Delivered,S,2022-11-27 21:00:00,November,1297.3055494480582
107943,Men,30,2,Kurta,Ajio,Karnataka,Delivered,S,2022-11-27 22:00:00,November,1489.679518366554
107944,Women,71,1,Bottom,Ajio,Tamil Nadu,Delivered,M,2022-11-27 23:00:00,November,885.6271435473948
107945,Women,51,3,Set,Amazon,Maharashtra,Delivered,S,2022-11-28 00:00:00,November,2049.0154257309873
107946,Women,37,1,Kurta,Myntra,Tamil Nadu,Delivered,L,2022-11-28 01:00:00,November,1344.3651465736789
107947,Women,61,3,Saree,Amazon,Maharashtra,Cancelled,L,2022-11-28 02:00:00,November,2170.864472821646
107948,Men,57,1,Set,Myntra,Maharashtra,Delivered,L,2022-11-28 03:00:00,November,1485.9747843311857
107949,Men,35,1,Set,Myntra,Maharashtra,Delivered,XL,2022-11-28 04:00:00,November,1443.4206624811468
107950,Women,74,4,Saree,Myntra,Maharashtra,Delivered,S,2022-11-28 05:00:00,November,2581.224936123078
107951,Men,51,1,Kurta,Amazon,Tamil Nadu,Delivered,M,2022-11-28 06:00:00,November,1334.674987971599
107952,Women,65,1,Set,Amazon,Telangana,Delivered,L,2022-11-28 07:00:00,November,1473.7323453412428
107953,Women,25,1,Set,Ajio,Karnataka,Delivered,M,2022-11-28 08:00:00,November,1444.5284153511773
107954,Women,33,2,Top,Myntra,Maharashtra,Delivered,M,2022-11-28 09:00:00,November,1174.5346919608062
107955,Men,57,1,Kurta,Ajio,Uttar Pradesh,Delivered,XL,2022-11-28 10:00:00,November,1128.4806825074284
107956,Women,40,1,Western Dress,Ajio,Maharashtra,Delivered,S,2022-11-28 11:00:00,November,1167.8790956891512
107957,Women,49,2,Kurta,Amazon,Uttar Pradesh,Delivered,XL,2022-11-28 12:00:00,November,1602.9187150215419
107958,Men,30,2,Top,Myntra,Tamil Nadu,Returned,S,2022-11-28 13:00:00,November,1005.1277211909971
107959,Women,43,1,Top,Myntra,Uttar Pradesh,Delivered,L,2022-11-28 14:00:00,November,840.5377054579194
107960,Women,55,2,Kurta,Amazon,Maharashtra,Delivered,XL,2022-11-28 15:00:00,November,1618.8969424573625
107961,Men,18,1,Blouse,Ajio,Karnataka,Returned,XL,2022-11-28 16:00:00,November,871.2715496455652
107962,Women,19,2,Kurta,Ajio,Karnataka,Delivered,XL,2022-11-28 17:00:00,November,1514.1948856543363
107963,Women,56,1,Set,Amazon,Tamil Nadu,Delivered,M,2022-11-28 18:00:00,November,1479.6653879753026
107964,Women,30,1,Set,Myntra,Tamil Nadu,Delivered,XL,2022-11-28 19:00:00,November,1356.4678707832104
107965,Women,44,2,Western Dress,Ajio,Uttar Pradesh,Delivered,S,2022-11-28 20:00:00,November,1399.551992215784
107966,Women,21,1,Kurta,Amazon,Telangana,Delivered,XL,2022-11-28 21:00:00,November,1302.983879613641
107967,Women,58,1,Set,Ajio,Maharashtra,Delivered,L,2022-11-28 22:00:00,November,1459.9489325846937
107968,Women,68,2,Kurta,Myntra,Maharashtra,Delivered,S,2022-11-28 23:00:00,November,1667.9173231826474
107969,Women,37,1,Top,Ajio,Uttar Pradesh,Delivered,S,2022-11-29 00:00:00,November,762.9219659122277
107970,Men,20,1,Set,Myntra,Maharashtra,Delivered,S,2022-11-29 01:00:00,November,1318.0027842397344
107971,Men,40,2,Kurta,Amazon,Maharashtra,Delivered,XL,2022-11-29 02:00:00,November,1621.2629394263847
107972,Women,19,1,Top,Ajio,Maharashtra,Delivered,S,2022-11-29 03:00:00,November,793.773517232181
107973,Women,33,2,Blouse,Myntra,Maharashtra,Delivered,M,2022-11-29 04:00:00,November,1234.1418476192491
107974,Men,27,1,Set,Myntra,Telangana,Refunded,M,2022-11-29 05:00:00,November,1323.5673992496745
107975,Women,45,1,Western Dress,Myntra,Telangana,Delivered,L,2022-11-29 06:00:00,November,1115.4785707284366
107976,Women,61,1,Kurta,Amazon,Telangana,Delivered,S,2022-11-29 07:00:00,November,1257.459142958557
107977,Men,35,1,Kurta,Amazon,Tamil Nadu,Delivered,XL,2022-11-29 08:00:00,November,1278.2638992319382
107978,Men,19,1,Set,Amazon,Tamil Nadu,Delivered,S,2022-11-29 09:00:00,November,1352.4897253686386
107979,Men,31,1,Western Dress,Amazon,Karnataka,Delivered,M,2022-11-29 10:00:00,November,1207.0508860356665
107980,Men,61,3,Kurta,Amazon,Karnataka,Delivered,S,2022-11-29 11:00:00,November,1846.1688748579359
107981,Women,37,2,Set,Myntra,Karnataka,Delivered,M,2022-11-29 12:00:00,November,1671.3312187442057
107982,Women,73,1,Saree,Amazon,Maharashtra,Delivered,M,2022-11-29 13:00:00,November,1661.5550482573615
107983,Women,73,1,Set,Myntra,Telangana,Delivered,S,2022-11-29 14:00:00,November,1395.745525578448
107984,Women,73,1,Set,Myntra,Uttar Pradesh,Delivered,S,2022-11-29 15:00:00,November,1342.166021436256
107985,Women,57,1,Set,Myntra,Maharashtra,Delivered,XL,2022-11-29 16:00:00,November,1460.2440593783333
107986,Men,40,3,Set,Ajio,Telangana,Delivered,S,2022-11-29 17:00:00,November,1927.2589106865278
107987,Men,71,1,Top,Amazon,Maharashtra,Delivered,XL,2022-11-29 18:00:00,November,1100.9513166322604
107988,Women,24,2,Set,Amazon,Karnataka,Delivered,S,2022-11-29 19:00:00,November,1798.9538893196404
107989,Men,62,1,Western Dress,Myntra,Tamil Nadu,Delivered,M,2022-11-29 20:00:00,November,1194.5468144116421
107990,Men,64,1,Set,Myntra,Maharashtra,Delivered,L,2022-11-29 21:00:00,November,1538.0653629275632
107991,Women,31,1,Set,Amazon,Karnataka,Delivered,M,2022-11-29 22:00:00,November,1383.1103874988564
107992,Women,54,1,Set,Amazon,Maharashtra,Delivered,S,2022-11-29 23:00:00,November,1488.2235608378185
107993,Women,25,1,Ethnic Dress,Myntra,Karnataka,Delivered,M,2022-11-30 00:00:00,November,1642.3429325510656
107994,Women,67,2,Blouse,Myntra,Uttar Pradesh,Delivered,S,2022-11-30 01:00:00,November,1406.1194895239148
107995,Women,22,1,Set,Ajio,Maharashtra,Delivered,S,2022-11-30 02:00:00,November,1515.8322715224222
107996,Women,40,1,Set,Myntra,Uttar Pradesh,Delivered,L,2022-11-30 03:00:00,November,1325.569464895883
107997,Women,58,1,Set,Amazon,Uttar Pradesh,Delivered,XL,2022-11-30 04:00:00,November,1395.0139542443085
107998,Women,27,1,Set,Myntra,Tamil Nadu,Delivered,XL,2022-11-30 05:00:00,November,1437.0083269214474
107999,Men,66,1,Kurta,Amazon,Karnataka,Delivered,M,2022-11-30 06:00:00,November,1442.9226180069713
108000,Women,44,1,Western Dress,Ajio,Maharashtra,Refunded,S,2022-11-30 07:00:00,November,1285.7148205392991
108001,Men,74,3,Set,Myntra,Telangana,Delivered,M,2022-11-30 08:00:00,November,2027.153607764108
108002,Women,52,1,Western Dress,Myntra,Karnataka,Delivered,XL,2022-11-30 09:00:00,November,1093.3795845187078
108003,Women,18,1,Set,Ajio,Maharashtra,Delivered,S,2022-11-30 10:00:00,November,1396.2999367529842
108004,Men,24,1,Kurta,Ajio,Uttar Pradesh,Delivered,M,2022-11-30 11:00:00,November,1200.2011065265363
108005,Women,64,1,Western Dress,Myntra,Maharashtra,Delivered,L,2022-11-30 12:00:00,November,1211.4253387121257
108006,Women,68,2,Western Dress,Amazon,Maharashtra,Delivered,M,2022-11-30 13:00:00,November,1649.9685681946964
108007,Men,25,4,Saree,Myntra,Telangana,Delivered,XL,2022-11-30 14:00:00,November,2316.112547060707
108008,Women,28,2,Saree,Myntra,Telangana,Delivered,M,2022-11-30 15:00:00,November,1806.3326152777902
108009,Women,51,1,Top,Myntra,Uttar Pradesh,Delivered,L,2022-11-30 16:00:00,November,914.3605209740055
108010,Women,69,1,Kurta,Myntra,Telangana,Delivered,XL,2022-11-30 17:00:00,November,1418.1768756318552
108011,Men,45,1,Set,Myntra,Maharashtra,Delivered,L,2022-11-30 18:00:00,November,1345.415464447088
108012,Women,51,1,Blouse,Ajio,Maharashtra,Delivered,L,2022-11-30 19:00:00,November,1070.6792934302366
108013,Women,60,1,Kurta,Amazon,Tamil Nadu,Delivered,XL,2022-11-30 20:00:00,November,1462.3921332750206
108014,Women,37,2,Kurta,Amazon,Uttar Pradesh,Delivered,M,2022-11-30 21:00:00,November,1522.960046998058
108015,Women,45,1,Set,Amazon,Tamil Nadu,Delivered,M,2022-11-30 22:00:00,November,1441.251525901968
108016,Men,66,1,Western Dress,Amazon,Uttar Pradesh,Delivered,M,2022-11-30 23:00:00,November,1324.2830156533842
108017,Women,59,2,Bottom,Amazon,Telangana,Cancelled,XL,2022-12-01 00:00:00,December,1175.2697118384494
108018,Women,54,3,Set,Amazon,Karnataka,Delivered,L,2022-12-01 01:00:00,December,2091.292188863739
108019,Women,20,1,Top,Amazon,Tamil Nadu,Delivered,L,2022-12-01 02:00:00,December,940.3281273895963
108020,Men,26,1,Set,Amazon,Karnataka,Delivered,S,2022-12-01 03:00:00,December,1335.0761282690482
108021,Women,69,2,Kurta,Amazon,Tamil Nadu,Delivered,L,2022-12-01 04:00:00,December,1671.8630121754934
108022,Men,39,1,Set,Amazon,Karnataka,Delivered,L,2022-12-01 05:00:00,December,1384.9679241871602
108023,Men,42,3,Kurta,Amazon,Uttar Pradesh,Delivered,L,2022-12-01 06:00:00,December,1791.4990149846374
108024,Women,19,1,Kurta,Myntra,Telangana,Delivered,S,2022-12-01 07:00:00,December,1154.7629702187562
108025,Women,40,1,Set,Amazon,Telangana,Delivered,L,2022-12-01 08:00:00,December,1342.5455633570784
108026,Women,68,1,Kurta,Amazon,Telangana,Returned,S,2022-12-01 09:00:00,December,1438.0078897501014
108027,Men,34,1,Set,Amazon,Tamil Nadu,Delivered,S,2022-12-01 10:00:00,December,1427.2533313688934
108028,Women,74,2,Kurta,Ajio,Tamil Nadu,Delivered,M,2022-12-01 11:00:00,December,1583.0668395698904
108029,Women,42,2,Bottom,Myntra,Maharashtra,Delivered,XL,2022-12-01 12:00:00,December,1361.9015694757602
108030,Men,29,3,Set,Myntra,Karnataka,Delivered,XL,2022-12-01 13:00:00,December,1930.8058276534764
108031,Women,44,1,Kurta,Amazon,Uttar Pradesh,Delivered,S,2022-12-01 14:00:00,December,1169.1804472101603
108032,Women,37,2,Set,Myntra,Telangana,Delivered,S,2022-12-01 15:00:00,December,1754.8805035539501
108033,Women,26,2,Set,Myntra,Uttar Pradesh,Delivered,XL,2022-12-01 16:00:00,December,1563.9223963454192
108034,Women,40,2,Kurta,Myntra,Uttar Pradesh,Delivered,S,2022-12-01 17:00:00,December,1514.2214537900331
108035,Men,53,1,Kurta,Myntra,Karnataka,Delivered,S,2022-12-01 18:00:00,December,1335.9884883015845
108036,Women,45,1,Western Dress,Amazon,Karnataka,Delivered,S,2022-12-01 19:00:00,December,1218.6336268298694
108037,Women,67,1,Kurta,Myntra,Maharashtra,Delivered,L,2022-12-01 20:00:00,December,1230.4467437133146
108038,Men,65,1,Set,Ajio,Tamil Nadu,Delivered,L,2022-12-01 21:00:00,December,1482.9689234776433
108039,Women,46,1,Set,Amazon,Karnataka,Delivered,XL,2022-12-01 22:00:00,December,1515.7621357877679
108040,Men,70,2,Set,Ajio,Karnataka,Delivered,M,2022-12-01 23:00:00,December,1673.7713455390679
108041,Men,73,2,Blouse,Myntra,Tamil Nadu,Delivered,S,2022-12-02 00:00:00,December,1500.2887193463855
108042,Women,59,1,Set,Ajio,Tamil Nadu,Delivered,L,2022-12-02 01:00:00,December,1271.3486131896518
108043,Women,71,1,Set,Amazon,Maharashtra,Delivered,S,2022-12-02 02:00:00,December,1433.595636866883
108044,Men,49,1,Set,Amazon,Tamil Nadu,Delivered,XL,2022-12-02 03:00:00,December,1507.9960141447516
108045,Women,29,2,Kurta,Amazon,Uttar Pradesh,Delivered,L,2022-12-02 04:00:00,December,1544.3860221812586
108046,Women,47,2,Kurta,Amazon,Uttar Pradesh,Delivered,S,2022-12-02 05:00:00,December,1588.6049203918749
108047,Men,28,1,Set,Amazon,Karnataka,Delivered,XL,2022-12-02 06:00:00,December,1456.9865902715608
108048,Women,54,2,Saree,Amazon,Tamil Nadu,Delivered,S,2022-12-02 07:00:00,December,1803.9381466023947
108049,Men,37,1,Western Dress,Myntra,Telangana,Delivered,XL,2022-12-02 08:00:00,December,1166.5337660000841
108050,Women,28,1,Kurta,Amazon,Karnataka,Delivered,L,2022-12-02 09:00:00,December,1244.2173436330866
108051,Women,65,1,Western Dress,Ajio,Uttar Pradesh,Delivered,M,2022-12-02 10:00:00,December,1129.4162443644036
108052,Women,64,1,Set,Amazon,Tamil Nadu,Cancelled,L,2022-12-02 11:00:00,December,1608.6691753509483
108053,Men,55,2,Kurta,Ajio,Maharashtra,Delivered,S,2022-12-02 12:00:00,December,1598.6435748238714
108054,Women,62,4,Saree,Amazon,Maharashtra,Delivered,M,2022-12-02 13:00:00,December,2590.3927364848423
108055,Men,33,1,Set,Ajio,Maharashtra,Delivered,L,2022-12-02 14:00:00,December,1387.4662334559125
108056,Women,52,3,Saree,Amazon,Maharashtra,Delivered,XL,2022-12-02 15:00:00,December,2221.636416395847
108057,Women,67,1,Top,Amazon,Uttar Pradesh,Delivered,L,2022-12-02 16:00:00,December,988.0122917271834
108058,Women,18,1,Ethnic Dress,Amazon,Karnataka,Delivered,L,2022-12-02 17:00:00,December,1694.9836422346516
108059,Women,42,1,Kurta,Ajio,Karnataka,Delivered,L,2022-12-02 18:00:00,December,1289.5052219159688
108060,Women,66,2,Set,Myntra,Karnataka,Delivered,S,2022-12-02 19:00:00,December,1827.5779609801768
108061,Women,44,2,Kurta,Amazon,Maharashtra,Delivered,M,2022-12-02 20:00:00,December,1704.8234132754137
108062,Women,69,1,Kurta,Myntra,Telangana,Delivered,L,2022-12-02 21:00:00,December,1322.818643135456
108063,Men,49,1,Set,Amazon,Karnataka,Delivered,XL,2022-12-02 22:00:00,December,1330.740210275751
108064,Women,23,2,Kurta,Ajio,Telangana,Delivered,L,2022-12-02 23:00:00,December,1416.4563643481579
108065,Men,58,1,Western Dress,Myntra,Maharashtra,Delivered,XL,2022-12-03 00:00:00,December,1141.2994487011204
108066,Women,53,2,Kurta,Myntra,Karnataka,Delivered,XL,2022-12-03 01:00:00,December,1614.6453354366176
108067,Women,56,1,Set,Amazon,Uttar Pradesh,Delivered,L,2022-12-03 02:00:00,December,1432.3576950950849
108068,Women,40,1,Kurta,Myntra,Karnataka,Delivered,XL,2022-12-03 03:00:00,December,1347.6705080118336
108069,Women,46,1,Kurta,Amazon,Maharashtra,Delivered,S,2022-12-03 04:00:00,December,1316.541749917366
108070,Women,47,1,Western Dress,Myntra,Tamil Nadu,Delivered,XL,2022-12-03 05:00:00,December,1231.5158328962268
108071,Women,39,1,Set,Amazon,Karnataka,Delivered,L,2022-12-03 06:00:00,December,1449.9048079101508
108072,Women,74,1,Kurta,Myntra,Tamil Nadu,Delivered,S,2022-12-03 07:00:00,December,1359.995966307662
108073,Men,28,2,Saree,Amazon,Tamil Nadu,Delivered,L,2022-12-03 08:00:00,December,1680.924492466983
108074,Women,43,1,Set,Ajio,Karnataka,Delivered,S,2022-12-03 09:00:00,December,1395.7260265190157
108075,Men,40,1,Western Dress,Ajio,Karnataka,Delivered,S,2022-12-03 10:00:00,December,1207.6895289931651
108076,Women,20,2,Set,Amazon,Maharashtra,Delivered,M,2022-12-03 11:00:00,December,1605.6104034269501
108077,Women,65,2,Kurta,Myntra,Uttar Pradesh,Delivered,XL,2022-12-03 12:00:00,December,1616.4165821286713
108078,Women,23,1,Saree,Myntra,Maharashtra,Delivered,M,2022-12-03 13:00:00,December,1434.5210926475036
108079,Women,24,2,Kurta,Ajio,Maharashtra,Delivered,S,2022-12-03 14:00:00,December,1417.8694797578423
108080,Women,61,1,Kurta,Myntra,Telangana,Delivered,L,2022-12-03 15:00:00,December,1412.59797320488
108081,Women,56,1,Set,Amazon,Karnataka,Delivered,XL,2022-12-03 16:00:00,December,1425.275414407065
108082,Women,71,1,Set,Amazon,Maharashtra,Delivered,M,2022-12-03 17:00:00,December,1598.1074361617402
108083,Women,68,1,Set,Amazon,Karnataka,Delivered,S,2022-12-03 18:00:00,December,1472.6323268478466
108084,Women,39,1,Kurta,Myntra,Maharashtra,Delivered,L,2022-12-03 19:00:00,December,1371.2355369625584
108085,Women,65,2,Kurta,Ajio,Maharashtra,Delivered,XL,2022-12-03 20:00:00,December,1671.769229718358
108086,Women,67,2,Set,Myntra,Telangana,Delivered,M,2022-12-03 21:00:00,December,1846.5822541843295
108087,Men,59,2,Bottom,Ajio,Tamil Nadu,Delivered,L,2022-12-03 22:00:00,December,1232.078500413026
108088,Men,50,1,Set,Amazon,Tamil Nadu,Delivered,M,2022-12-03 23:00:00,December,1388.8197850222493
108089,Women,57,3,Top,Ajio,Tamil Nadu,Delivered,M,2022-12-04 00:00:00,December,1616.7394633543288
108090,Men,20,1,Set,Amazon,Karnataka,Cancelled,M,2022-12-04 01:00:00,December,1274.477234930276
108091,Men,47,1,Saree,Ajio,Maharashtra,Delivered,L,2022-12-04 02:00:00,December,1682.6030544005293
108092,Women,65,2,Kurta,Amazon,Uttar Pradesh,Refunded,M,2022-12-04 03:00:00,December,1544.5634085571646
108093,Women,41,1,Top,Amazon,Maharashtra,Delivered,M,2022-12-04 04:00:00,December,893.7161127685082
108094,Men,20,1,Western Dress,Ajio,Telangana,Returned,XL,2022-12-04 05:00:00,December,1021.3054602217222
108095,Women,19,2,Kurta,Myntra,Telangana,Delivered,XL,2022-12-04 06:00:00,December,1507.9731359588372
108096,Men,61,2,Kurta,Myntra,Maharashtra,Delivered,S,2022-12-04 07:00:00,December,1630.5281305130572
108097,Women,57,1,Western Dress,Amazon,Telangana,Delivered,XL,2022-12-04 08:00:00,December,1295.9459754603379
108098,Women,36,2,Saree,Amazon,Maharashtra,Delivered,S,2022-12-04 09:00:00,December,1872.582052815348
108099,Women,41,1,Kurta,Myntra,Karnataka,Delivered,XL,2022-12-04 10:00:00,December,1270.0350367878607
108100,Women,67,2,Kurta,Myntra,Maharashtra,Delivered,S,2022-12-04 11:00:00,December,1643.1176427749601
108101,Men,37,1,Set,Myntra,Karnataka,Delivered,XL,2022-12-04 12:00:00,December,1301.6174851298424
108102,Men,74,3,Saree,Myntra,Karnataka,Delivered,L,2022-12-04 13:00:00,December,2096.9287442446
108103,Women,64,2,Set,Myntra,Uttar Pradesh,Delivered,XL,2022-12-04 14:00:00,December,1642.6057991821026
108104,Women,66,1,Set,Ajio,Maharashtra,Delivered,M,2022-12-04 15:00:00,December,1502.436801053251
108105,Men,67,2,Set,Ajio,Uttar Pradesh,Delivered,XL,2022-12-04 16:00:00,December,1629.1063565366721
108106,Women,48,2,Top,Ajio,Karnataka,Delivered,M,2022-12-04 17:00:00,December,1291.9544707549583
108107,Women,67,1,Western Dress,Amazon,Maharashtra,Delivered,S,2022-12-04 18:00:00,December,1457.2610416147381
108108,Women,58,3,Set,Amazon,Telangana,Delivered,XL,2022-12-04 19:00:00,December,2109.8370969200473
108109,Men,48,3,Kurta,Myntra,Karnataka,Delivered,L,2022-12-04 20:00:00,December,1805.1837660210335
108110,Men,54,1,Set,Ajio,Maharashtra,Delivered,M,2022-12-04 21:00:00,December,1387.221159477013
108111,Women,60,1,Kurta,Myntra,Tamil Nadu,Delivered,L,2022-12-04 22:00:00,December,1310.2786365058564
108112,Women,46,1,Top,Amazon,Tamil Nadu,Delivered,XL,2022-12-04 23:00:00,December,999.2330821741042
108113,Men,21,1,Set,Ajio,Karnataka,Delivered,S,2022-12-05 00:00:00,December,1316.2196417260022
108114,Women,27,1,Set,Myntra,Maharashtra,Delivered,L,2022-12-05 01:00:00,December,1434.0694682419305
108115,Women,53,1,Set,Amazon,Uttar Pradesh,Delivered,XL,2022-12-05 02:00:00,December,1434.2453740952308
108116,Women,72,3,Kurta,Myntra,Maharashtra,Delivered,S,2022-12-05 03:00:00,December,2012.739213522849
108117,Men,52,2,Set,Amazon,Telangana,Delivered,S,2022-12-05 04:00:00,December,1724.0280352400362
108118,Women,74,2,Western Dress,Myntra,Karnataka,Delivered,XL,2022-12-05 05:00:00,December,1486.833893092197
108119,Women,65,3,Top,Amazon,Maharashtra,Delivered,L,2022-12-05 06:00:00,December,1692.5063768973046
108120,Women,38,1,Set,Myntra,Telangana,Delivered,L,2022-12-05 07:00:00,December,1401.3733446584088
108121,Women,60,2,Set,Amazon,Maharashtra,Delivered,L,2022-12-05 08:00:00,December,1773.177398212441
108122,Women,58,1,Kurta,Amazon,Telangana,Delivered,L,2022-12-05 09:00:00,December,1301.635189412475
108123,Women,18,1,Top,Amazon,Uttar Pradesh,Delivered,M,2022-12-05 10:00:00,December,834.1124146938743
108124,Women,59,1,Ethnic Dress,Myntra,Maharashtra,Delivered,S,2022-12-05 11:00:00,December,1715.6560857136078
108125,Women,29,1,Set,Myntra,Uttar Pradesh,Delivered,L,2022-12-05 12:00:00,December,1262.6502172127157
108126,Women,41,1,Blouse,Amazon,Telangana,Delivered,L,2022-12-05 13:00:00,December,1189.2556818266273
